holding_month,portfolio,instrument,contribution
2020-12,baseline,A068270,0.00014340719957138483
2020-12,baseline,A069260,0.00041751528906087797
2020-12,baseline,A069620,0.002747747830357262
2020-12,baseline,A069960,4.908834930174799e-05
2020-12,baseline,A071050,0.0003790849599479529
2020-12,baseline,A071840,-0.00015007898111009
2020-12,baseline,A073240,-0.00024358974427112157
2020-12,baseline,A078930,0.00014986375125019546
2020-12,baseline,A079160,0.0007080610046832858
2020-12,baseline,A079550,0.00013377926694432607
2020-12,baseline,A081660,7.701420786162317e-05
2020-12,baseline,A086280,0.0002197801989864845
2020-12,baseline,A086790,-0.00019396551545219798
2020-12,baseline,A088350,0.0006385542484009932
2020-12,baseline,A090430,0.00041333333604244517
2020-12,baseline,A093050,3.367003333538787e-05
2020-12,baseline,A093370,0.0014727463290438048
2020-12,baseline,A096770,0.0013287670937993325
2020-12,baseline,A097950,0.000303448291852223
2020-12,baseline,A103140,9.945751881828336e-05
2020-12,baseline,A105560,-0.0003758170005411815
2020-12,baseline,A105630,9.118538501108442e-05
2020-12,baseline,A108670,0.0003830369393211841
2020-12,baseline,A111770,0.00012355847280096866
2020-12,baseline,A114090,0.0001567397859962949
2020-12,baseline,A115390,-0.00014423076924658496
2020-12,baseline,A120110,-1.2062722531668846e-05
2020-12,baseline,A128940,-0.00011275387242195123
2020-12,baseline,A138930,-0.00013986012270494175
2020-12,baseline,A139480,-0.0002056962028078918
2020-12,baseline,A145990,0.0007142857313630802
2020-12,baseline,A161390,0.0004439592544474258
2020-12,baseline,A161890,0.0006478405141347255
2020-12,baseline,A170900,0.0003268348776574737
2020-12,baseline,A180640,-0.0007211538512442095
2020-12,baseline,A185750,0.0020646923411842258
2020-12,baseline,A192080,0.00015410960575115595
2020-12,baseline,A192400,9.854772190181604e-05
2020-12,baseline,A192820,0.0001569037632495096
2020-12,baseline,A204320,0.001040462406512378
2020-12,baseline,A207940,0.00022698613409188106
2020-12,baseline,A214320,0.00022298456776024712
2020-12,baseline,A241560,-0.00021951219461395166
2020-12,baseline,A241590,-3.546099497167943e-05
2020-12,baseline,A251270,0.00021912351042213562
2020-12,baseline,A267250,-8.007119892262327e-05
2020-12,baseline,A271560,0.0001037344438519372
2020-12,baseline,A282330,0.00023809524294535756
2020-12,baseline,A284740,-4.447268357927692e-05
2020-12,baseline,A285130,-0.00018248172830453324
2020-12,baseline,A294870,0.0015422885864496694
2020-12,baseline,A316140,-0.00029207921873329433
2020-12,baseline,A326030,-0.0006478873084052523
2020-12,high_pbr,A001060,0.002823693303391811
2020-12,high_pbr,A003000,0.006554912378352779
2020-12,high_pbr,A003520,-0.0003121097604795398
2020-12,high_pbr,A003670,0.009311490475272322
2020-12,high_pbr,A003850,-0.0021799330484356563
2020-12,high_pbr,A005250,0.012222221949770058
2020-12,high_pbr,A006280,0.007940360544313508
2020-12,high_pbr,A006400,0.005667275884475293
2020-12,high_pbr,A007570,-0.0005778119131736814
2020-12,high_pbr,A008770,0.0004938271765664804
2020-12,high_pbr,A008930,0.0018659015160008231
2020-12,high_pbr,A009240,0.0022750775874959164
2020-12,high_pbr,A009420,0.0005790190537597551
2020-12,high_pbr,A012750,0.0015937499711684289
2020-12,high_pbr,A014680,0.005877742871614466
2020-12,high_pbr,A018880,7.598795455047159e-05
2020-12,high_pbr,A020150,0.0030448718304486866
2020-12,high_pbr,A021240,0.0011428571711552926
2020-12,high_pbr,A032350,-0.0027205882819391295
2020-12,high_pbr,A034020,-0.0025806452118816523
2020-12,high_pbr,A035420,0.0006567425456255771
2020-12,high_pbr,A035720,0.0014352470076849921
2020-12,high_pbr,A036570,0.003697183057275966
2020-12,high_pbr,A047810,0.002904564385817071
2020-12,high_pbr,A051900,0.0012028608779147633
2020-12,high_pbr,A051910,0.0024721877221225656
2020-12,high_pbr,A068270,0.0007170359978569241
2020-12,high_pbr,A079160,0.003540305023416429
2020-12,high_pbr,A081660,0.00038507103930811586
2020-12,high_pbr,A090430,0.002066666680212226
2020-12,high_pbr,A093370,0.007363731645219024
2020-12,high_pbr,A128940,-0.0005637693621097561
2020-12,high_pbr,A180640,-0.003605769256221048
2020-12,high_pbr,A185750,0.010323461705921128
2020-12,high_pbr,A192820,0.0007845188162475481
2020-12,high_pbr,A207940,0.0011349306704594054
2020-12,high_pbr,A271560,0.000518672219259686
2020-12,high_pbr,A282330,0.0011904762147267878
2020-12,high_pbr,A285130,-0.0009124086415226662
2020-12,high_pbr,A326030,-0.003239436542026261
2020-12,low_pbr,A000070,0.002619760493507234
2020-12,low_pbr,A000150,-0.0009704250881585525
2020-12,low_pbr,A000210,0.0006172840073603025
2020-12,low_pbr,A000670,0.0008126194746823579
2020-12,low_pbr,A001120,0.009560723412938966
2020-12,low_pbr,A001230,0.003627968159769052
2020-12,low_pbr,A001430,0.0005924169616413955
2020-12,low_pbr,A001450,-0.0003846153679664399
2020-12,low_pbr,A001740,0.0012499999667159646
2020-12,low_pbr,A001800,-0.0005681818237729258
2020-12,low_pbr,A002270,0.0006299212459600023
2020-12,low_pbr,A002350,0.0010683760442903422
2020-12,low_pbr,A002380,0.004351032507487085
2020-12,low_pbr,A003240,0.000379746892335453
2020-12,low_pbr,A004020,0.0056092126133838295
2020-12,low_pbr,A004490,0.019536816895595506
2020-12,low_pbr,A004990,-8.862466316372775e-12
2020-12,low_pbr,A005490,0.002800407287104012
2020-12,low_pbr,A005830,-0.0007927519530593702
2020-12,low_pbr,A011210,0.010751028651515643
2020-12,low_pbr,A012630,0.0013157894470700706
2020-12,low_pbr,A015760,0.006134259294365319
2020-12,low_pbr,A023530,-0.00024390242104794791
2020-12,low_pbr,A024110,-0.0023157894918226646
2020-12,low_pbr,A027410,0.0019147788431168212
2020-12,low_pbr,A029780,-0.0018175074695845174
2020-12,low_pbr,A030200,-0.0004639175387115752
2020-12,low_pbr,A032830,0.001896551654845341
2020-12,low_pbr,A036460,0.0017361110690857053
2020-12,low_pbr,A057050,0.0017496636273598377
2020-12,low_pbr,A060980,0.0007294429210436882
2020-12,low_pbr,A069960,0.00024544174650873997
2020-12,low_pbr,A088350,0.003192771242004966
2020-12,low_pbr,A093050,0.00016835016667693937
2020-12,low_pbr,A103140,0.0004972875940914168
2020-12,low_pbr,A138930,-0.0006993006135247088
2020-12,low_pbr,A139480,-0.001028481014039459
2020-12,low_pbr,A145990,0.003571428656815401
2020-12,low_pbr,A294870,0.007711442932248347
2020-12,low_pbr,A316140,-0.0014603960936664718
2021-01,baseline,A000070,0.001074429943946949
2021-01,baseline,A000080,0.00011837122370038746
2021-01,baseline,A000100,-0.0007843587402211147
2021-01,baseline,A000120,4.495998407598106e-05
2021-01,baseline,A000150,2.913752823356975e-05
2021-01,baseline,A000210,-0.0006868686953216621
2021-01,baseline,A000240,0.0007540684261397218
2021-01,baseline,A000270,0.00205176772578595
2021-01,baseline,A000660,-4.008336341333698e-05
2021-01,baseline,A000670,-0.00018705574508058977
2021-01,baseline,A000720,0.0006932065859109109
2021-01,baseline,A000810,-0.00034497984050755866
2021-01,baseline,A000880,0.0006108788559237292
2021-01,baseline,A000990,0.0012057957070996381
2021-01,baseline,A001040,0.00026870223863397006
2021-01,baseline,A001060,-0.0007254869203954301
2021-01,baseline,A001120,-3.77607788748171e-05
2021-01,baseline,A001230,-0.0005120327563193138
2021-01,baseline,A001450,-0.0004960317495580157
2021-01,baseline,A001680,0.00014681703324619647
2021-01,baseline,A001740,0.0001603334918052998
2021-01,baseline,A001800,0.0002936340100440318
2021-01,baseline,A002350,0.0003477396896723368
2021-01,baseline,A002380,3.806912684619713e-05
2021-01,baseline,A002790,0.0005237560530734534
2021-01,baseline,A003000,-0.0010903508271017904
2021-01,baseline,A003090,-0.0005411255559053204
2021-01,baseline,A003230,-0.0004040404177463101
2021-01,baseline,A003240,0.0008249578166028729
2021-01,baseline,A003410,3.837770369404994e-05
2021-01,baseline,A003490,0.001886992784957189
2021-01,baseline,A003520,-0.0006576511211305112
2021-01,baseline,A003550,0.0003179368157870352
2021-01,baseline,A003670,0.0007062146703472044
2021-01,baseline,A003850,0.0007234507591458352
2021-01,baseline,A004000,5.499639829591945e-05
2021-01,baseline,A004020,-0.00021452386911550642
2021-01,baseline,A004170,-3.176417966273117e-05
2021-01,baseline,A004370,-0.00022143866229857096
2021-01,baseline,A004490,0.00343434348601459
2021-01,baseline,A004800,0.00026123302533587303
2021-01,baseline,A004990,-0.00030936142153784464
2021-01,baseline,A005180,-6.191512142085759e-05
2021-01,baseline,A005250,-0.0009705261203273555
2021-01,baseline,A005300,0.0005428113078970322
2021-01,baseline,A005380,0.0007545332410828462
2021-01,baseline,A005440,5.7654366715691626e-06
2021-01,baseline,A005490,-0.0003700003477033319
2021-01,baseline,A005610,-5.028951341527741e-05
2021-01,baseline,A005830,-0.0006084234140565701
2021-01,baseline,A005930,3.970191179181518e-12
2021-01,baseline,A005940,0.0002705627920018278
2021-01,baseline,A006120,7.640705864784247e-06
2021-01,baseline,A006260,-0.00039707417149802463
2021-01,baseline,A006280,-0.000552897438103401
2021-01,baseline,A006360,0.0004911135048818214
2021-01,baseline,A006390,0.0014698593238657866
2021-01,baseline,A006400,0.000556985645301168
2021-01,baseline,A006650,0.0011547095364147668
2021-01,baseline,A006800,0.00017543860071443583
2021-01,baseline,A007070,0.00010277190252736524
2021-01,baseline,A007310,1.0104536735952658e-11
2021-01,baseline,A007570,-0.00034254210295459167
2021-01,baseline,A007700,0.0010660235344552827
2021-01,baseline,A008350,-0.0001783842903319521
2021-01,baseline,A008560,-4.19129045326696e-05
2021-01,baseline,A008770,-9.171619780498603e-05
2021-01,baseline,A008930,0.00023923443806921063
2021-01,baseline,A009150,0.0007295173874642262
2021-01,baseline,A009240,-0.00045478481606235903
2021-01,baseline,A009410,8.27951839906423e-05
2021-01,baseline,A009420,-0.0006725040247700331
2021-01,baseline,A009540,-0.00046372816817755603
2021-01,baseline,A009830,0.00040346076224667183
2021-01,baseline,A010060,0.0005127416233276107
2021-01,baseline,A010120,-0.00024087025750424825
2021-01,baseline,A010130,0.000409330223493168
2021-01,baseline,A010140,-0.0005534800164259146
2021-01,baseline,A010620,-0.00019888001435466285
2021-01,baseline,A010780,6.475007912351085e-05
2021-01,baseline,A010950,-7.90263962270394e-05
2021-01,baseline,A011070,0.00038042765012692226
2021-01,baseline,A011170,-0.0002620119020911955
2021-01,baseline,A011200,-0.0007781744820158152
2021-01,baseline,A011210,0.0017513261576007635
2021-01,baseline,A011780,0.003127299449920105
2021-01,baseline,A011790,0.0011444494504682674
2021-01,baseline,A012330,0.0008534825868516916
2021-01,baseline,A012450,0.001881228364469843
2021-01,baseline,A012630,4.591368602172945e-05
2021-01,baseline,A012750,-0.00010682618999895916
2021-01,baseline,A014680,-2.1918174346198654e-11
2021-01,baseline,A014820,0.001975698202775945
2021-01,baseline,A015760,-0.0007603920310340534
2021-01,baseline,A016360,-0.00026614179441678524
2021-01,baseline,A016380,-0.0004572474218761655
2021-01,baseline,A017670,0.00018113626411797031
2021-01,baseline,A017800,0.00026549109156837286
2021-01,baseline,A018250,1.0265249773437946e-05
2021-01,baseline,A018260,0.0002172260153974944
2021-01,baseline,A018880,0.0003367002892042566
2021-01,baseline,A019170,-0.001527570763711276
2021-01,baseline,A020000,0.00010745757031187453
2021-01,baseline,A020150,0.0017508417784867418
2021-01,baseline,A020560,-0.0008136924941270368
2021-01,baseline,A021240,-4.1397576094941374e-05
2021-01,baseline,A023530,0.00027367267933965954
2021-01,baseline,A024110,-0.0002695165048627229
2021-01,baseline,A026960,-0.0003586157438703468
2021-01,baseline,A028050,-0.00035540590220751973
2021-01,baseline,A028260,-0.00047348482007589547
2021-01,baseline,A028670,-0.0007006752827805041
2021-01,baseline,A029780,-5.656565435840585e-05
2021-01,baseline,A030000,-9.976305839468098e-05
2021-01,baseline,A030200,5.305152597393425e-05
2021-01,baseline,A031430,0.00040780479564789533
2021-01,baseline,A032350,0.0005167183204130986
2021-01,baseline,A032640,0.00010655073940240507
2021-01,baseline,A032830,-0.0004532504570144358
2021-01,baseline,A033780,-0.00012303301636691985
2021-01,baseline,A034020,-0.0007085240641579864
2021-01,baseline,A034220,0.0009809379911908125
2021-01,baseline,A034730,0.0016092791411676337
2021-01,baseline,A035250,5.40739255388584e-05
2021-01,baseline,A035420,0.0009480470133229198
2021-01,baseline,A035720,0.0005802979310863159
2021-01,baseline,A036460,0.0001229830989515817
2021-01,baseline,A036570,-0.00012910289262483312
2021-01,baseline,A039490,0.0004130524700480181
2021-01,baseline,A042660,-0.0004080300322632345
2021-01,baseline,A042670,0.0005491067380301198
2021-01,baseline,A047040,0.001284691585805194
2021-01,baseline,A047050,0.0013016765240950925
2021-01,baseline,A047810,0.0009575306838518977
2021-01,baseline,A049770,5.7229499929373266e-05
2021-01,baseline,A051600,-0.0003459250067811391
2021-01,baseline,A051900,-0.00015038724119334463
2021-01,baseline,A051910,0.0003465476112726084
2021-01,baseline,A052690,-0.0002650817683523047
2021-01,baseline,A055550,-1.6007939897268584e-05
2021-01,baseline,A057050,5.082269248791301e-05
2021-01,baseline,A064350,-2.5702341644375593e-05
2021-01,baseline,A064960,0.0014507733467055927
2021-01,baseline,A066570,0.0005690709669080641
2021-01,baseline,A068270,0.0003415449475665634
2021-01,baseline,A069260,-0.0008923824838991393
2021-01,baseline,A069620,-0.0004257693024626701
2021-01,baseline,A069960,0.0004559483863625885
2021-01,baseline,A071050,0.00014114412532426827
2021-01,baseline,A071840,0.0014394761590995082
2021-01,baseline,A073240,0.00027907104129908593
2021-01,baseline,A078930,-6.680562029124854e-05
2021-01,baseline,A079160,0.00017349062354044548
2021-01,baseline,A079550,0.001184483269860178
2021-01,baseline,A081660,-5.893250826218182e-06
2021-01,baseline,A086280,0.00022594360673513527
2021-01,baseline,A086790,0.0002566774019760471
2021-01,baseline,A088350,0.0008417508724160163
2021-01,baseline,A090430,0.000497586698741808
2021-01,baseline,A093370,-6.134218976471923e-05
2021-01,baseline,A096770,0.0018584109723708713
2021-01,baseline,A097950,0.0006501950402555031
2021-01,baseline,A103140,0.00010745755693602192
2021-01,baseline,A105560,-4.164137719746766e-05
2021-01,baseline,A105630,-0.0002713704337938676
2021-01,baseline,A108670,0.00010267862205760491
2021-01,baseline,A111770,0.0007064211244580778
2021-01,baseline,A112610,-0.00012876638370566446
2021-01,baseline,A114090,-0.0003377237371975244
2021-01,baseline,A115390,0.0010251024998340658
2021-01,baseline,A120110,7.328423337871877e-05
2021-01,baseline,A128940,0.00031123567296178063
2021-01,baseline,A138930,0.00011808735782808103
2021-01,baseline,A139480,0.0006000600076348321
2021-01,baseline,A145990,0.00025252524894879043
2021-01,baseline,A161390,0.0008845135877942385
2021-01,baseline,A161890,2.970885660292362e-05
2021-01,baseline,A180640,-6.485399555538445e-05
2021-01,baseline,A185750,-0.0009666557817588634
2021-01,baseline,A192080,0.00039430854972777324
2021-01,baseline,A192400,2.0551375873669978e-05
2021-01,baseline,A192820,0.00022537750246077863
2021-01,baseline,A204320,0.0007249529047860384
2021-01,baseline,A207940,-9.747657950615781e-05
2021-01,baseline,A214320,0.00024050024695168286
2021-01,baseline,A241560,0.00029203601217794726
2021-01,baseline,A241590,-0.0005050504984948662
2021-01,baseline,A251270,0.0003277045295587509
2021-01,baseline,A267250,-0.0006575702628011071
2021-01,baseline,A271560,1.264902885015609e-12
2021-01,baseline,A272210,-8.682813651514775e-05
2021-01,baseline,A282330,0.0012243648237432563
2021-01,baseline,A284740,0.0002331002323073536
2021-01,baseline,A285130,0.0005547903432890675
2021-01,baseline,A294870,0.0004992894400897165
2021-01,baseline,A316140,-0.00027615802570270763
2021-01,baseline,A326030,-0.00017979143700945374
2021-01,baseline,A336260,0.00014353121263602136
2021-01,high_pbr,A001060,-0.0036832412881614143
2021-01,high_pbr,A003000,-0.0055356272760552425
2021-01,high_pbr,A003090,-0.0027472528222885497
2021-01,high_pbr,A003520,-0.003338844153431826
2021-01,high_pbr,A003670,0.0035853975571473453
2021-01,high_pbr,A005250,-0.004927286457046574
2021-01,high_pbr,A006280,-0.0028070177626788044
2021-01,high_pbr,A006400,0.002827773276144391
2021-01,high_pbr,A007570,-0.0017390599073079268
2021-01,high_pbr,A008770,-0.00046563608116377515
2021-01,high_pbr,A008930,0.0012145748394283
2021-01,high_pbr,A009420,-0.003414251202678629
2021-01,high_pbr,A014680,-1.1127688514223931e-10
2021-01,high_pbr,A018880,0.0017094014682677643
2021-01,high_pbr,A019170,-0.007755359261918786
2021-01,high_pbr,A020150,0.00888888902924038
2021-01,high_pbr,A021240,-0.00021017230940508693
2021-01,high_pbr,A032350,0.0026233391651741926
2021-01,high_pbr,A035420,0.004813161759947131
2021-01,high_pbr,A035720,0.0029461279578228343
2021-01,high_pbr,A036570,-0.0006554454548645373
2021-01,high_pbr,A051900,-0.0007635044552892881
2021-01,high_pbr,A051910,0.0017593955649224731
2021-01,high_pbr,A068270,0.001733997426107168
2021-01,high_pbr,A069620,-0.002161597997118171
2021-01,high_pbr,A081660,-2.9919581117723074e-05
2021-01,high_pbr,A090430,0.0025262093936122554
2021-01,high_pbr,A093370,-0.0003114295788054976
2021-01,high_pbr,A112610,-0.0006537370249672195
2021-01,high_pbr,A128940,0.0015801195704213478
2021-01,high_pbr,A185750,-0.004907637045852691
2021-01,high_pbr,A192820,0.0011442242432624144
2021-01,high_pbr,A207940,-0.0004948810959543396
2021-01,high_pbr,A271560,6.421814647002322e-12
2021-01,high_pbr,A272210,-0.00044081976999998083
2021-01,high_pbr,A282330,0.006216006028234993
2021-01,high_pbr,A285130,0.0028166278966983427
2021-01,high_pbr,A326030,-0.0009127872955864574
2021-01,high_pbr,A336260,0.0007286969256905699
2021-01,low_pbr,A000070,0.005454798176961433
2021-01,low_pbr,A000150,0.00014792898949350793
2021-01,low_pbr,A000210,-0.003487179530094592
2021-01,low_pbr,A000240,0.0038283473942478177
2021-01,low_pbr,A000670,-0.0009496676288706865
2021-01,low_pbr,A000810,-0.0017514361133460668
2021-01,low_pbr,A001230,-0.002599550916698054
2021-01,low_pbr,A001450,-0.0025183150362176176
2021-01,low_pbr,A001740,0.0008140008045499835
2021-01,low_pbr,A001800,0.0014907572817620075
2021-01,low_pbr,A002350,0.0017654476552595557
2021-01,low_pbr,A002380,0.00019327402860377002
2021-01,low_pbr,A003240,0.0041882473765992
2021-01,low_pbr,A004020,-0.0010891211816633402
2021-01,low_pbr,A004990,-0.001570604140115211
2021-01,low_pbr,A005440,2.927067848642805e-05
2021-01,low_pbr,A005490,-0.0018784633037246079
2021-01,low_pbr,A005830,-0.003088918871364125
2021-01,low_pbr,A005940,0.0013736264824708178
2021-01,low_pbr,A008560,-0.00021278859224278408
2021-01,low_pbr,A011210,0.008891348184742336
2021-01,low_pbr,A012630,0.0002331002521103187
2021-01,low_pbr,A015760,-0.0038604518498651934
2021-01,low_pbr,A023530,0.0013894151412628866
2021-01,low_pbr,A024110,-0.0013683145631492083
2021-01,low_pbr,A029780,-0.00028717947597344505
2021-01,low_pbr,A030200,0.00026933851648305076
2021-01,low_pbr,A032830,-0.0023011177048425195
2021-01,low_pbr,A036460,0.0006243757331387993
2021-01,low_pbr,A057050,0.00025802290032325063
2021-01,low_pbr,A069960,0.0023148148846100646
2021-01,low_pbr,A086790,0.0013031314254168542
2021-01,low_pbr,A088350,0.0042735044291890055
2021-01,low_pbr,A103140,0.000545553750598265
2021-01,low_pbr,A138930,0.0005995204320502575
2021-01,low_pbr,A139480,0.0030464585002999167
2021-01,low_pbr,A145990,0.0012820512638938588
2021-01,low_pbr,A294870,0.0025348540804554834
2021-01,low_pbr,A316140,-0.0014020330535675924
2021-02,baseline,A000070,-3.950115795842483e-05
2021-02,baseline,A000080,0.00026987432693402637
2021-02,baseline,A000100,-0.0003774667452738424
2021-02,baseline,A000120,-0.00020796197426723036
2021-02,baseline,A000150,-0.0004924966632506284
2021-02,baseline,A000210,0.0013951241386132435
2021-02,baseline,A000240,0.0003356831719717188
2021-02,baseline,A000270,-0.000555555495283861
2021-02,baseline,A000660,0.0007878787662467367
2021-02,baseline,A000670,0.0008449883253491101
2021-02,baseline,A000720,-0.00040636248799805745
2021-02,baseline,A000810,0.0003110281684056895
2021-02,baseline,A000880,-0.0005142611750065605
2021-02,baseline,A000990,-0.0005505289747163275
2021-02,baseline,A001040,-0.0002915755544874376
2021-02,baseline,A001060,-0.00027696317408028824
2021-02,baseline,A001120,9.511307446290743e-05
2021-02,baseline,A001230,0.0006604506509960012
2021-02,baseline,A001450,0.0005250524995683727
2021-02,baseline,A001680,-0.0003138732066467103
2021-02,baseline,A001740,0.00030108779384784506
2021-02,baseline,A001800,7.400007466662473e-05
2021-02,baseline,A002350,0.0013710726590037956
2021-02,baseline,A002380,1.2594773158632967e-05
2021-02,baseline,A002790,0.00035590808077587047
2021-02,baseline,A003000,0.0007342144278713334
2021-02,baseline,A003090,-0.001073896879755321
2021-02,baseline,A003230,-0.00021958717835134526
2021-02,baseline,A003240,3.247913520617899e-05
2021-02,baseline,A003410,5.332358455105421e-05
2021-02,baseline,A003490,-0.0003258390387615311
2021-02,baseline,A003520,-0.0003156565535587435
2021-02,baseline,A003550,-0.00047563008522074707
2021-02,baseline,A003670,0.0007697795699782427
2021-02,baseline,A003850,3.581918619695215e-05
2021-02,baseline,A004000,-0.000290154691267778
2021-02,baseline,A004020,0.0001600286798258741
2021-02,baseline,A004170,0.0008630609932030672
2021-02,baseline,A004370,-0.00017814832518463992
2021-02,baseline,A004490,-0.0015271765195876883
2021-02,baseline,A004800,3.8213161021378795e-05
2021-02,baseline,A004990,6.897503957207264e-05
2021-02,baseline,A005180,0.0001611863437419917
2021-02,baseline,A005250,-0.0007756549447037844
2021-02,baseline,A005300,-0.00019179130681378436
2021-02,baseline,A005380,1.0588053422537365e-05
2021-02,baseline,A005440,0.0004146366579443031
2021-02,baseline,A005490,0.000638799059223439
2021-02,baseline,A005610,0.00014512945967243903
2021-02,baseline,A005830,0.0005977326491827475
2021-02,baseline,A005930,3.6509686905675385e-05
2021-02,baseline,A005940,-0.00034240712404384
2021-02,baseline,A006120,-6.866245533413788e-05
2021-02,baseline,A006260,0.00021169783089725622
2021-02,baseline,A006280,-0.0006148959995311495
2021-02,baseline,A006360,-0.0005746083445022865
2021-02,baseline,A006390,2.6477087970725042e-05
2021-02,baseline,A006400,-0.00041353127223401774
2021-02,baseline,A006650,0.001089152433409483
2021-02,baseline,A006800,-0.00022606532411062027
2021-02,baseline,A007070,0.00011511122641512623
2021-02,baseline,A007310,1.7814837759967297e-05
2021-02,baseline,A007570,-0.0007520210806106742
2021-02,baseline,A007700,0.001587301597779351
2021-02,baseline,A008350,-0.00024848022770175186
2021-02,baseline,A008560,0.0003521970114798493
2021-02,baseline,A008770,8.095755582028925e-05
2021-02,baseline,A008930,-0.001173798286417724
2021-02,baseline,A009150,-0.00011032655672307292
2021-02,baseline,A009240,0.00018413300351942372
2021-02,baseline,A009410,-0.00016291951743237852
2021-02,baseline,A009420,-0.00155161442221161
2021-02,baseline,A009540,0.0005358894470145885
2021-02,baseline,A009830,-0.0006129253819243198
2021-02,baseline,A010060,0.0006284038122994854
2021-02,baseline,A010120,-0.000367161125491609
2021-02,baseline,A010130,-0.00030873905285964606
2021-02,baseline,A010140,4.662004173344781e-05
2021-02,baseline,A010620,0.0007246140008467559
2021-02,baseline,A010780,-7.306334169105876e-05
2021-02,baseline,A010950,0.0011239563388219269
2021-02,baseline,A011070,-9.759428513956287e-05
2021-02,baseline,A011170,0.0011149228382232234
2021-02,baseline,A011200,0.001731601731540532
2021-02,baseline,A011210,-0.0007392299153257788
2021-02,baseline,A011780,-0.0007333044033843711
2021-02,baseline,A011790,-0.00032453047550600627
2021-02,baseline,A012330,-0.00040644898966799383
2021-02,baseline,A012450,-0.0004074979790080892
2021-02,baseline,A012630,-4.550006102692617e-05
2021-02,baseline,A012750,6.063040937272687e-06
2021-02,baseline,A014680,0.0010383018216070037
2021-02,baseline,A014820,-0.00021811204817280734
2021-02,baseline,A015760,1.1051434452728421e-05
2021-02,baseline,A016360,-0.00020907653421855938
2021-02,baseline,A016380,0.00036564742341975534
2021-02,baseline,A017670,4.1144637513387456e-05
2021-02,baseline,A017800,-2.9329282420913753e-05
2021-02,baseline,A018250,0.00013317761777600716
2021-02,baseline,A018260,-6.508383153182322e-05
2021-02,baseline,A018880,-8.608815594556387e-05
2021-02,baseline,A019170,0.0003442177323890722
2021-02,baseline,A020000,0.0011816886442055745
2021-02,baseline,A020150,-8.572283538627439e-05
2021-02,baseline,A020560,-0.0001505117350169325
2021-02,baseline,A021240,-0.0005356596369906038
2021-02,baseline,A023530,0.0006844142502311121
2021-02,baseline,A024110,0.00014235491230966382
2021-02,baseline,A026960,0.0014315125682382928
2021-02,baseline,A028050,0.00010060768469144611
2021-02,baseline,A028260,-0.00030960951311343024
2021-02,baseline,A028670,0.0010974610653874766
2021-02,baseline,A029780,0.0003595828928155149
2021-02,baseline,A030000,-0.00010177340629344812
2021-02,baseline,A030200,0.00043050044492371327
2021-02,baseline,A031430,0.0004789272081331375
2021-02,baseline,A032350,0.0012701869203599917
2021-02,baseline,A032640,-4.1739704761811994e-05
2021-02,baseline,A032830,0.000526390670537926
2021-02,baseline,A033780,-0.00012610499339783712
2021-02,baseline,A034020,-0.0005282955066491617
2021-02,baseline,A034220,5.550004495126227e-05
2021-02,baseline,A034730,-0.000844309331978078
2021-02,baseline,A035250,0.00013910290437735845
2021-02,baseline,A035420,0.00042813190698005556
2021-02,baseline,A035720,0.0005719711339142327
2021-02,baseline,A036460,0.0001840913231213626
2021-02,baseline,A036570,-3.709712389060593e-05
2021-02,baseline,A039490,-0.0005727377003155345
2021-02,baseline,A042660,-2.959281049001994e-05
2021-02,baseline,A042670,-0.000472225102309833
2021-02,baseline,A047040,-0.0004925415072078337
2021-02,baseline,A047050,0.0009245460364802995
2021-02,baseline,A047810,0.000284090926947405
2021-02,baseline,A049770,0.0005092946298572698
2021-02,baseline,A051600,3.2101986613296544e-12
2021-02,baseline,A051900,-0.00019052417605718456
2021-02,baseline,A051910,-0.000313662907363464
2021-02,baseline,A052690,0.00016196956120513822
2021-02,baseline,A055550,0.00028905910729637555
2021-02,baseline,A057050,-6.918500162822416e-05
2021-02,baseline,A064350,5.166756817644801e-05
2021-02,baseline,A064960,-0.0005282955169395486
2021-02,baseline,A066570,-0.00028768699863272897
2021-02,baseline,A068270,-0.001082251097117986
2021-02,baseline,A069260,0.00023061667659891102
2021-02,baseline,A069620,-0.000705467345843367
2021-02,baseline,A069960,0.0002380492787307265
2021-02,baseline,A071050,0.00016118635002509594
2021-02,baseline,A071840,-0.0003584642465640778
2021-02,baseline,A073240,0.00014835455823814745
2021-02,baseline,A078930,0.0001624827454314744
2021-02,baseline,A079160,3.7273100438819846e-05
2021-02,baseline,A079550,-0.00011326987055494577
2021-02,baseline,A081660,-0.00033040688807451995
2021-02,baseline,A086280,-0.0001272167806577883
2021-02,baseline,A086790,0.00039513198372035524
2021-02,baseline,A088350,0.0008510008212295481
2021-02,baseline,A090430,0.00028310003928795526
2021-02,baseline,A093370,-0.0008693492166868499
2021-02,baseline,A096770,-0.0008151131459899568
2021-02,baseline,A097950,-0.0003956616793262872
2021-02,baseline,A103140,0.0011661756468668721
2021-02,baseline,A105560,0.00028791479091006217
2021-02,baseline,A105630,0.0015454226932812743
2021-02,baseline,A108670,-0.000547190456051038
2021-02,baseline,A111770,0.0008191933417484223
2021-02,baseline,A112610,-0.0007894530707561243
2021-02,baseline,A114090,0.00021386503459359506
2021-02,baseline,A115390,0.0010184145746034172
2021-02,baseline,A120110,0.0015109377336058871
2021-02,baseline,A128940,-0.0007995522484234034
2021-02,baseline,A138930,0.00022190269021529231
